id,name,entry_name,alter_name,chinese_name,brand,age,nation,type,price,unlock,rank,score,transmission,dlc,speed,handling,acceleration,launch,braking,offroad,new_img_id,img_small_url,img_large_url,playlist,playlist_info
car_724,'Barbie Movie' Corvette EV,雪佛兰 'Barbie Movie' Corvette EV 1956,,“芭比电影”克尔维特 EV,雪佛兰,1956,美国,改装与自定义车辆,"150,000",邮件赠送，车展,B,658,RWD (后轮驱动),,4.4,4.4,4.9,5.2,3.2,4.7,3808,https://cdn.max-c.com/wiki/1551360/Thumbnail_3808_Small.png?v=1,https://cdn.max-c.com/wiki/1551360/Thumbnail_3808_Big.png?v=1,,
car_725,'Barbie Movie' Hummer EV Pickup,GMC 'Barbie Movie' Hummer EV Pickup 2022,,“芭比电影”悍马电动皮卡,GMC,2022,美国,皮卡车和四轮驱动车,"120,000",邮件赠送，车展,A,718,AWD (全轮驱动),,3.7,2.9,5.2,5.6,3.5,8.2,3809,https://cdn.max-c.com/wiki/1551360/Thumbnail_3809_Small.png?v=1,https://cdn.max-c.com/wiki/1551360/Thumbnail_3809_Big.png?v=1,,
car_726,Camaro Exorcist,Hennessey Camaro Exorcist 2019,,,Hennessey,2019,美国,赛道玩具,"250,000",赞赏：新纪元（完成“速度图标”的“跨越年代的竞赛”章节）,S1,857,RWD (后轮驱动),,7.8,6.7,5.6,6,6,4.6,3284,https://cdn.max-c.com/wiki/1551360/Thumbnail_3284_Small.png?v=1,https://cdn.max-c.com/wiki/1551360/Thumbnail_3284_Big.png?v=1,1,S23 - 地平线故事赛事
car_727,Ford Mustang GT,Deberti Ford Mustang GT 2018,Ford Mustang DD,福特 Mustang GT,Deberti,2018,美国,现代肌肉车,"500,000",嘉年华播放列表,S1,824,RWD (后轮驱动),,7.8,5.7,6.2,6.7,5.3,5,3085,https://cdn.max-c.com/wiki/1551360/Thumbnail_3085_Small.png?v=1,https://cdn.max-c.com/wiki/1551360/Thumbnail_3085_Big.png?v=1,2,S23 - 80分进度奖励；<br>S36 - 160分进度奖励
car_728,XB Falcon GT,福特 XB Falcon GT 1973,,,福特,1973,美国,经典肌肉车,"250,000",嘉年华播放列表,C,532,RWD (后轮驱动),,5.2,3.6,3.3,3.2,2.7,5.2,1278,https://cdn.max-c.com/wiki/1551360/Thumbnail_1278_Small.png?v=1,https://cdn.max-c.com/wiki/1551360/Thumbnail_1278_Big.png?v=1,1,S23 夏季 - 20分进度奖励
car_729,Pontiac Firebird Trans Am Custom,风火轮 Pontiac Firebird Trans Am Custom 1970,,定制庞蒂亚克火鸟 Trans Am,风火轮,1970,美国,赛道玩具,"300,000",嘉年华播放列表,S1,894,RWD (后轮驱动),,6.3,6.5,6.7,7.4,6.9,3.4,3706,https://cdn.max-c.com/wiki/1551360/Thumbnail_3706_Small.png?v=1,https://cdn.max-c.com/wiki/1551360/Thumbnail_3706_Big.png?v=1,2,S23 秋季 - 20分进度奖励；<br>S33 - 160分进度奖励
car_730,GR86,丰田 GR86 2022,,,丰田,2022,日本,现代跑车,"250,000",嘉年华播放列表,B,676,RWD (后轮驱动),,5.5,5.4,5.1,4.8,4.3,5.3,3761,https://cdn.max-c.com/wiki/1551360/Thumbnail_3761_Small.png?v=1,https://cdn.max-c.com/wiki/1551360/Thumbnail_3761_Big.png?v=1,1,S23 冬季 - 20分进度奖励；<br>S28 第3周 - 马拉松商店200FP
car_731,Firebird Trans Am SD-455,庞蒂克 Firebird Trans Am SD-455 1973,,,庞蒂克,1973,美国,经典肌肉车,"250,000",嘉年华播放列表,C,551,RWD (后轮驱动),,5.5,3.5,3.4,3.3,2.4,4.7,1005,https://cdn.max-c.com/wiki/1551360/Thumbnail_1005_Small.png?v=1,https://cdn.max-c.com/wiki/1551360/Thumbnail_1005_Big.png?v=1,1,S23 春季 - 20分进度奖励
car_732,595 Esseesse,阿巴斯 595 Esseesse 1968,,,阿巴斯,1968,意大利,狂热跑车,"35,000",车展,D,100,RWD (后轮驱动),,2.6,3.7,1.7,2.6,2,5.1,2017,https://cdn.max-c.com/wiki/1551360/Thumbnail_2017_Small.png?v=1,https://cdn.max-c.com/wiki/1551360/Thumbnail_2017_Big.png?v=1,1,S31 冬季 - 终极考验
car_733,Giulia Quadrifoglio,阿尔法·罗密欧 Giulia Quadrifoglio 2017,,,阿尔法·罗密欧,2017,意大利,超级轿车,"120,000",车展,A,775,RWD (后轮驱动),,7.3,6.4,5.9,4.9,6.7,5,2542,https://cdn.max-c.com/wiki/1551360/Thumbnail_2542_Small.png?v=1,https://cdn.max-c.com/wiki/1551360/Thumbnail_2542_Big.png?v=1,1,S24 冬季 - 终极考验；<br>S33 春季 - 季节锦标赛（风火轮）
car_734,33 Stradale,阿尔法·罗密欧 33 Stradale 1968,,,阿尔法·罗密欧,1968,意大利,经典赛车,"15,000,000",车展,A,707,RWD (后轮驱动),,6.2,4.4,5.7,5.7,3.6,5,1549,https://cdn.max-c.com/wiki/1551360/Thumbnail_1549_Small.png?v=1,https://cdn.max-c.com/wiki/1551360/Thumbnail_1549_Big.png?v=1,,
car_735,Giulia TZ2,阿尔法·罗密欧 Giulia TZ2 1965,,,阿尔法·罗密欧,1965,意大利,经典赛车,"4,000,000",车展,B,641,RWD (后轮驱动),,5.5,3.9,4.1,3.4,3.4,5.3,2161,https://cdn.max-c.com/wiki/1551360/Thumbnail_2161_Small.png?v=1,https://cdn.max-c.com/wiki/1551360/Thumbnail_2161_Big.png?v=1,2,S28 第1周 - 马拉松商店800FP；<br>S38 秋季 - 马拉松商店800FP
car_736,Giulia Sprint GTA Stradale,阿尔法·罗密欧 Giulia Sprint GTA Stradale 1965,,,阿尔法·罗密欧,1965,意大利,稀有经典赛车,"300,000",车展,D,486,RWD (后轮驱动),,4,3.7,3.7,3.2,2.8,5.3,1150,https://cdn.max-c.com/wiki/1551360/Thumbnail_1150_Small.png?v=1,https://cdn.max-c.com/wiki/1551360/Thumbnail_1150_Big.png?v=1,2,S24 夏季 - 终极考验；<br>S38 春季 - 季节锦标赛（拉力赛）
car_737,124 Sport Spider,菲亚特 124 Sport Spider 1980,,,菲亚特,1980,意大利,经典跑车,"25,000",车展,D,288,RWD (后轮驱动),,3.9,3.2,2.3,2.9,2.1,5,2195,https://cdn.max-c.com/wiki/1551360/Thumbnail_2195_Small.png?v=1,https://cdn.max-c.com/wiki/1551360/Thumbnail_2195_Big.png?v=1,,
car_738,Delta HF Integrale EVO,蓝旗亚 Delta HF Integrale EVO 1992,,,蓝旗亚,1992,意大利,复古拉力赛车,"100,000",车展,B,602,AWD (全轮驱动),,4.9,4.6,4.5,2.3,3.6,6,323,https://cdn.max-c.com/wiki/1551360/Thumbnail_323_Small.png?v=1,https://cdn.max-c.com/wiki/1551360/Thumbnail_323_Big.png?v=1,1,S35 秋季 - 季节锦标赛
car_739,Stratos HF Stradale,蓝旗亚 Stratos HF Stradale 1974,,,蓝旗亚,1974,意大利,经典拉力赛车,"550,000",车展,C,590,RWD (后轮驱动),,5.3,4.5,4.8,4.3,3.1,6,458,https://cdn.max-c.com/wiki/1551360/Thumbnail_458_Small.png?v=1,https://cdn.max-c.com/wiki/1551360/Thumbnail_458_Big.png?v=1,3,S24 秋季 - 终极考验；<br>S31 冬季 - Eventlab；<br>S38 春季 - 终极考验
car_740,155 Q4,阿尔法·罗密欧 155 Q4 1992,,,阿尔法·罗密欧,1992,意大利,复古轿车,"250,000",嘉年华播放列表，后台通行证,C,561,AWD (全轮驱动),,5.4,4.4,4,4.3,2.9,5.7,1393,https://cdn.max-c.com/wiki/1551360/Thumbnail_1393_Small.png?v=1,https://cdn.max-c.com/wiki/1551360/Thumbnail_1393_Big.png?v=1,2,S24 夏季 - 20分进度奖励；<br>S33 秋季 - 40分进度奖励
car_741,Delta S4,蓝旗亚 Delta S4 1986,,,蓝旗亚,1986,意大利,复古拉力赛车,"1,000,000",嘉年华播放列表,B,682,AWD (全轮驱动),,5,4.9,5.5,5.5,3.7,7.6,1661,https://cdn.max-c.com/wiki/1551360/Thumbnail_1661_Small.png?v=1,https://cdn.max-c.com/wiki/1551360/Thumbnail_1661_Big.png?v=1,1,S24 夏季 - 40分进度奖励
car_742,695 Biposto,阿巴斯 695 Biposto 2016,Abarth 695 '16,,阿巴斯,2016,意大利,高性能掀背车,"250,000",嘉年华播放列表,B,657,FWD (前轮驱动),,4.9,5.3,4.7,4.4,4.8,5.1,2489,https://cdn.max-c.com/wiki/1551360/Thumbnail_2489_Small.png?v=1,https://cdn.max-c.com/wiki/1551360/Thumbnail_2489_Big.png?v=1,2,S24 秋季 - 20分进度奖励；<br>S38 春季 - 40分进度奖励
car_743,4C,阿尔法·罗密欧 4C 2014,,,阿尔法·罗密欧,2014,意大利,现代跑车,"250,000",嘉年华播放列表,A,755,RWD (后轮驱动),,5.9,5.7,4.8,7,5.2,5,2038,https://cdn.max-c.com/wiki/1551360/Thumbnail_2038_Small.png?v=1,https://cdn.max-c.com/wiki/1551360/Thumbnail_2038_Big.png?v=1,1,S24 秋季 - 40分进度奖励
car_744,Fiat 131,阿巴斯 Fiat 131 1980,,,阿巴斯,1980,意大利,经典拉力赛车,"250,000",嘉年华播放列表，后台通行证,C,510,RWD (后轮驱动),,4.3,4.1,4.1,3.9,3.2,5.9,1124,https://cdn.max-c.com/wiki/1551360/Thumbnail_1124_Small.png?v=1,https://cdn.max-c.com/wiki/1551360/Thumbnail_1124_Big.png?v=1,1,S24 冬季 - 20分进度奖励
car_745,8C Competizione,阿尔法·罗密欧 8C Competizione 2007,,,阿尔法·罗密欧,2007,意大利,GT赛车,"300,000",嘉年华播放列表,A,755,RWD (后轮驱动),,7,5.3,5.4,5.5,4.9,5.2,1032,https://cdn.max-c.com/wiki/1551360/Thumbnail_1032_Small.png?v=1,https://cdn.max-c.com/wiki/1551360/Thumbnail_1032_Big.png?v=1,1,S24 冬季 - 40分进度奖励
car_746,124 Spider,阿巴斯 124 Spider 2017,,,阿巴斯,2017,意大利,现代跑车,"250,000",嘉年华播放列表,C,562,RWD (后轮驱动),,5.2,4.7,3.8,4.6,3.3,5.5,2740,https://cdn.max-c.com/wiki/1551360/Thumbnail_2740_Small.png?v=1,https://cdn.max-c.com/wiki/1551360/Thumbnail_2740_Big.png?v=1,1,S24 春季 - 20分进度奖励
car_747,037 Stradale,蓝旗亚 037 Stradale 1982,,,蓝旗亚,1982,意大利,复古拉力赛车,"750,000",嘉年华播放列表,B,647,RWD (后轮驱动),,5.2,5,4.5,2.8,3.7,7.1,1295,https://cdn.max-c.com/wiki/1551360/Thumbnail_1295_Small.png?v=1,https://cdn.max-c.com/wiki/1551360/Thumbnail_1295_Big.png?v=1,2,S24 春季 - 40分进度奖励；<br>S36 春季 - 40分进度奖励
car_748,Huracán Tecnica,兰博基尼 Huracán Tecnica 2022,,飓风特技,兰博基尼,2022,意大利,现代超级跑车,"250,000",<a href="heybox-entry:Italian Exotics Car Pack">拓展车包：Italian Exotics Car Pack</a>,S1,850,RWD (后轮驱动),2,7.3,6.9,6.6,7.2,7.6,4.8,3753,https://cdn.max-c.com/wiki/1551360/Thumbnail_3753_Small.png?v=1,https://cdn.max-c.com/wiki/1551360/Thumbnail_3753_Big.png?v=1,,
car_749,296 GTB,法拉利 296 GTB 2022,,,法拉利,2022,意大利,现代超级跑车,"300,000",<a href="heybox-entry:Italian Exotics Car Pack">拓展车包：Italian Exotics Car Pack</a>,S1,892,RWD (后轮驱动),2,8.1,7.2,7,7.7,8,4.7,3724,https://cdn.max-c.com/wiki/1551360/Thumbnail_3724_Small.png?v=1,https://cdn.max-c.com/wiki/1551360/Thumbnail_3724_Big.png?v=1,,
car_750,Roma,法拉利 Roma 2020,,,法拉利,2020,意大利,超级GT赛车,"300,000",<a href="heybox-entry:Italian Exotics Car Pack">拓展车包：Italian Exotics Car Pack</a>,S1,830,RWD (后轮驱动),2,7.4,5.9,5.9,6.3,6.9,4.9,3594,https://cdn.max-c.com/wiki/1551360/Thumbnail_3594_Small.png?v=1,https://cdn.max-c.com/wiki/1551360/Thumbnail_3594_Big.png?v=1,,
car_751,Essenza SCV12,兰博基尼 Essenza SCV12 2020,,,兰博基尼,2020,意大利,极限赛道玩具,"5,000,000",<a href="heybox-entry:Italian Exotics Car Pack">拓展车包：Italian Exotics Car Pack</a>,S2,967,RWD (后轮驱动),2,7.7,9.7,6.4,6.7,10,5.1,3606,https://cdn.max-c.com/wiki/1551360/Thumbnail_3606_Small.png?v=1,https://cdn.max-c.com/wiki/1551360/Thumbnail_3606_Big.png?v=1,,
car_752,SC20,兰博基尼 SC20 2020,,,兰博基尼,2020,意大利,顶级超跑,"2,500,000",<a href="heybox-entry:Italian Exotics Car Pack">拓展车包：Italian Exotics Car Pack</a>,S1,884,AWD (全轮驱动),2,7.5,7.6,9.8,9.1,8.2,5.3,3673,https://cdn.max-c.com/wiki/1551360/Thumbnail_3673_Small.png?v=1,https://cdn.max-c.com/wiki/1551360/Thumbnail_3673_Big.png?v=1,,
car_753,DaVinci Concept,ItalDesign DaVinci Concept 2019,,,ItalDesign,2019,意大利,GT赛车,"150,000",<a href="heybox-entry:Italian Exotics Car Pack">拓展车包：Italian Exotics Car Pack</a>,S1,809,AWD (全轮驱动),2,7.1,5.2,6.8,7.5,4.7,5.2,3320,https://cdn.max-c.com/wiki/1551360/Thumbnail_3320_Small.png?v=1,https://cdn.max-c.com/wiki/1551360/Thumbnail_3320_Big.png?v=1,,
car_754,#63 Squadra Corse Huracán Super Trofeo Evo,兰博基尼 #63 Squadra Corse Huracán Super Trofeo Evo 2018,,,兰博基尼,2018,意大利,极限赛道玩具,"400,000",<a href="heybox-entry:Italian Exotics Car Pack">拓展车包：Italian Exotics Car Pack</a>,S2,906,RWD (后轮驱动),2,6.7,8.8,7,6.7,9.5,4.7,3239,https://cdn.max-c.com/wiki/1551360/Thumbnail_3239_Small.png?v=1,https://cdn.max-c.com/wiki/1551360/Thumbnail_3239_Big.png?v=1,,
car_755,R1T,Rivian R1T 2022,,,Rivian,2022,美国,皮卡车和四轮驱动车,"250,000",嘉年华播放列表,A,718,AWD (全轮驱动),,4.4,2.9,6.6,7.2,4.1,8.3,3657,https://cdn.max-c.com/wiki/1551360/Thumbnail_3657_Small.png?v=1,https://cdn.max-c.com/wiki/1551360/Thumbnail_3657_Big.png?v=1,1,S25 秋季 - Eventlab
car_756,R1S,Rivian R1S 2022,,,Rivian,2022,美国,运动型多功能英雄,"250,000",嘉年华播放列表，后台通行证,A,726,AWD (全轮驱动),,4.2,3,6.9,7.5,4.2,6.7,3658,https://cdn.max-c.com/wiki/1551360/Thumbnail_3658_Small.png?v=1,https://cdn.max-c.com/wiki/1551360/Thumbnail_3658_Big.png?v=1,1,S25 春季 - Eventlab
car_757,850CSi,宝马 850CSi 1995,BMW 850CSi,,宝马,1995,德国,复古跑车,"250,000",嘉年华播放列表,B,610,RWD (后轮驱动),,6.7,4.6,4.6,4.1,3.2,5.3,1493,https://cdn.max-c.com/wiki/1551360/Thumbnail_1493_Small.png?v=1,https://cdn.max-c.com/wiki/1551360/Thumbnail_1493_Big.png?v=1,2,S25 - 80分进度奖励；<br>S34 秋季 - 40分进度奖励
car_758,M3 Competition Sedan,宝马 M3 Competition Sedan 2021,,,宝马,2021,德国,超级轿车,"250,000",嘉年华播放列表,A,772,RWD (后轮驱动),,7,5.3,5.2,5.5,5,5.3,3644,https://cdn.max-c.com/wiki/1551360/Thumbnail_3644_Small.png?v=1,https://cdn.max-c.com/wiki/1551360/Thumbnail_3644_Big.png?v=1,2,S25 夏季 - 20分进度奖励；<br>S37 春季 - 40分进度奖励
car_759,iX xDrive50,宝马 iX xDrive50 2022,BMW iX '22,,宝马,2022,德国,运动型多功能英雄,"250,000",嘉年华播放列表,A,703,AWD (全轮驱动),,4.3,4.1,5.2,5.4,3.5,6.1,3737,https://cdn.max-c.com/wiki/1551360/Thumbnail_3737_Small.png?v=1,https://cdn.max-c.com/wiki/1551360/Thumbnail_3737_Big.png?v=1,1,S25 秋季 - 20分进度奖励
car_760,M2,宝马 M2 2023,,,宝马,2023,德国,超级轿车,"250,000",嘉年华播放列表,A,762,RWD (后轮驱动),,6.8,5.9,5.6,5.6,5.2,5,3763,https://cdn.max-c.com/wiki/1551360/Thumbnail_3763_Small.png?v=1,https://cdn.max-c.com/wiki/1551360/Thumbnail_3763_Big.png?v=1,2,S25 冬季 - 20分进度奖励；<br>S37 - 80分进度奖励
car_761,i4 eDrive40,宝马 i4 eDrive40 2022,,,宝马,2022,德国,超级轿车,"250,000",嘉年华播放列表,B,633,RWD (后轮驱动),,4.1,4.7,4.1,4.2,3.6,5.4,3734,https://cdn.max-c.com/wiki/1551360/Thumbnail_3734_Small.png?v=1,https://cdn.max-c.com/wiki/1551360/Thumbnail_3734_Big.png?v=1,1,S25 春季 - 20分进度奖励
car_762,Corvette E-Ray,雪佛兰 Corvette E-Ray 2024,,克尔维特 E-Ray,雪佛兰,2024,美国,现代超级跑车,"181,000",车展，忠实玩家奖励：极限竞速,S1,834,AWD (全轮驱动),,7.2,7,9.5,9.6,7.4,5.5,3771,https://cdn.max-c.com/wiki/1551360/Thumbnail_3771_Small.png?v=1,https://cdn.max-c.com/wiki/1551360/Thumbnail_3771_Big.png?v=1,1,S33 春季 - 季节锦标赛
car_764,Tsuru,日产 Tsuru 2010,Nissan Tsuru '10,,日产,2010,日本,复古轿车,"250,000",嘉年华播放列表,D,444,FWD (前轮驱动),,4.4,3.6,3.5,3.2,2.5,5.8,3810,https://cdn.max-c.com/wiki/1551360/Thumbnail_3810_Small.png?v=1,https://cdn.max-c.com/wiki/1551360/Thumbnail_3810_Big.png?v=1,2,S26 夏季 - 20分进度奖励；<br>S38 - 80分进度奖励
car_769,718 Cayman GT4 RS,保时捷 718 Cayman GT4 RS 2022,,,保时捷,2022,德国,赛道玩具,"150,000",<a href="heybox-entry:极速车辆套件">拓展车包：极速车辆套件</a>,S1,850,RWD (后轮驱动),2,7.7,7.4,6.8,7.3,6.4,5.1,3760,https://cdn.max-c.com/wiki/1551360/Thumbnail_3760_Small.png?v=1,https://cdn.max-c.com/wiki/1551360/Thumbnail_3760_Big.png?v=1,,
car_767,356 SL,保时捷 356 SL 1951,,,保时捷,1951,德国,经典赛车,"1,000,000",嘉年华播放列表,D,243,RWD (后轮驱动),,3.5,3.6,1.9,2.8,2.2,5.4,3111,https://cdn.max-c.com/wiki/1551360/Thumbnail_3111_Small.png?v=1,https://cdn.max-c.com/wiki/1551360/Thumbnail_3111_Big.png?v=1,1,S26 春季 - 20分进度奖励
car_765,Manx 2.0,Meyers Manx 2.0 2023,,,Meyers,2023,美国,沙滩车,"250,000",嘉年华播放列表,B,649,RWD (后轮驱动),,4.5,4.3,6,6.6,3.6,6.3,3795,https://cdn.max-c.com/wiki/1551360/Thumbnail_3795_Small.png?v=1,https://cdn.max-c.com/wiki/1551360/Thumbnail_3795_Big.png?v=1,1,S26 秋季 - 20分进度奖励
car_768,Golf R,大众 Golf R 2022,,,大众,2022,德国,超高性能掀背车,"50,000",<a href="heybox-entry:极速车辆套件">拓展车包：极速车辆套件</a>,B,672,AWD (全轮驱动),2,6.1,5.5,5.6,6,4.3,6,3533,https://cdn.max-c.com/wiki/1551360/Thumbnail_3533_Small.png?v=1,https://cdn.max-c.com/wiki/1551360/Thumbnail_3533_Big.png?v=1,,
car_766,Bronco Raptor,福特 Bronco Raptor 2022,,,福特,2022,美国,皮卡车和四轮驱动车,"250,000",嘉年华播放列表,C,588,AWD (全轮驱动),,5.1,3.4,4.8,5.3,3.3,9.4,3736,https://cdn.max-c.com/wiki/1551360/Thumbnail_3736_Small.png?v=1,https://cdn.max-c.com/wiki/1551360/Thumbnail_3736_Big.png?v=1,1,S26 冬季 - 20分进度奖励
car_770,X-Bow GT2,KTM X-Bow GT2 2020,,,KTM,2020,奥地利,极限赛道玩具,"500,000",<a href="heybox-entry:极速车辆套件">拓展车包：极速车辆套件</a>,S2,931,RWD (后轮驱动),2,6.7,8.9,5.5,1.8,10,5.2,3492,https://cdn.max-c.com/wiki/1551360/Thumbnail_3492_Small.png?v=1,https://cdn.max-c.com/wiki/1551360/Thumbnail_3492_Big.png?v=1,,
car_771,RP1,Elemental RP1 2019,,,Elemental,2019,英国,赛道玩具,"150,000",<a href="heybox-entry:极速车辆套件">拓展车包：极速车辆套件</a>,S1,867,RWD (后轮驱动),2,5.4,8.3,6.7,5.8,9.9,5,3334,https://cdn.max-c.com/wiki/1551360/Thumbnail_3334_Small.png?v=1,https://cdn.max-c.com/wiki/1551360/Thumbnail_3334_Big.png?v=1,,
car_780,S7 LM,赛麟 S7 LM 2017,,,赛麟,2017,美国,极限赛道玩具,"1,000,000",<a href="heybox-entry:美国汽车车辆套件">拓展车包：美国汽车车辆套件</a>,S2,918,RWD (后轮驱动),2,8.9,7.4,7.2,6.5,7.5,5,3498,https://cdn.max-c.com/wiki/1551360/Thumbnail_3498_Small.png?v=1,https://cdn.max-c.com/wiki/1551360/Thumbnail_3498_Big.png?v=1,,
car_781,Ford Econoline 'Shop Rod',Deberti Ford Econoline 'Shop Rod' 1961,,,Deberti,1961,美国,改装与自定义车辆,"200,000",<a href="heybox-entry:美国汽车车辆套件">拓展车包：美国汽车车辆套件</a>,A,799,RWD (后轮驱动),2,5.9,4.8,6.6,7.3,5.4,4.6,3438,https://cdn.max-c.com/wiki/1551360/Thumbnail_3438_Small.png?v=1,https://cdn.max-c.com/wiki/1551360/Thumbnail_3438_Big.png?v=1,,
car_782,Silverado LT Trail Boss,雪佛兰 Silverado LT Trail Boss 2020,,,雪佛兰,2020,美国,皮卡车和四轮驱动车,"75,000",<a href="heybox-entry:美国汽车车辆套件">拓展车包：美国汽车车辆套件</a>,C,561,AWD (全轮驱动),2,5.4,2.8,4.9,4.2,3.1,8.6,3477,https://cdn.max-c.com/wiki/1551360/Thumbnail_3477_Small.png?v=1,https://cdn.max-c.com/wiki/1551360/Thumbnail_3477_Big.png?v=1,,
car_783,21C,切格 21C 2024,,,切格,2024,美国,极限赛道玩具,"2,000,000",<a href="heybox-entry:美国汽车车辆套件">拓展车包：美国汽车车辆套件</a>,S2,998,AWD (全轮驱动),2,8.3,9.5,8.8,3.5,10,5.5,3757,https://cdn.max-c.com/wiki/1551360/Thumbnail_3757_Small.png?v=1,https://cdn.max-c.com/wiki/1551360/Thumbnail_3757_Big.png?v=1,,
car_777,GTO Judge,庞蒂克 GTO Judge 1969,,,庞蒂克,1969,美国,经典肌肉车,"250,000",嘉年华播放列表,C,545,RWD (后轮驱动),,4.9,3.5,3.4,3.3,2.4,5.3,1309,https://cdn.max-c.com/wiki/1551360/Thumbnail_1309_Small.png?v=1,https://cdn.max-c.com/wiki/1551360/Thumbnail_1309_Big.png?v=1,1,S27 冬季 - 40分进度奖励
car_773,Belvedere,Plymouth Belvedere 1964,,,Plymouth,1964,美国,经典肌肉车,"250,000",嘉年华播放列表,C,529,RWD (后轮驱动),,5.8,3.5,3.6,3.5,2.3,5.9,3244,https://cdn.max-c.com/wiki/1551360/Thumbnail_3244_Small.png?v=1,https://cdn.max-c.com/wiki/1551360/Thumbnail_3244_Big.png?v=1,1,S27 夏季 - 40分进度奖励
car_772,Corvette Z06,雪佛兰 Corvette Z06 2023,,克尔维特 Z06,雪佛兰,2023,美国,赛道玩具,"250,000",嘉年华播放列表,S1,855,RWD (后轮驱动),,7.2,7,7.5,8.2,8,5,3766,https://cdn.max-c.com/wiki/1551360/Thumbnail_3766_Small.png?v=1,https://cdn.max-c.com/wiki/1551360/Thumbnail_3766_Big.png?v=1,2,S27 夏季 - 20分进度奖励；<br>S33 夏季 - 40分进度奖励
car_774,Nova Super Sport,雪佛兰 Nova Super Sport 1966,Chevy&nbsp;Nova&nbsp;'66,,雪佛兰,1966,美国,经典肌肉车,"250,000",嘉年华播放列表,C,554,RWD (后轮驱动),,5.4,3.4,3.6,3.1,2.3,5.3,1354,https://cdn.max-c.com/wiki/1551360/Thumbnail_1354_Small.png?v=1,https://cdn.max-c.com/wiki/1551360/Thumbnail_1354_Big.png?v=1,1,S27 秋季 - 20分进度奖励
car_776,Air Sapphire,鲁西德 Air Sapphire 2024,,,鲁西德,2023,美国,超级轿车,"250,000",嘉年华播放列表,S1,884,AWD (全轮驱动),,7.2,5.4,9.1,10,6.2,4.9,3811,https://cdn.max-c.com/wiki/1551360/Thumbnail_3811_Small.png?v=1,https://cdn.max-c.com/wiki/1551360/Thumbnail_3811_Big.png?v=1,2,S27 冬季 - 20分进度奖励；<br>S37 - 160分进度奖励
car_779,Continental,林肯 Continental 1962,,,林肯,1962,美国,改装与自定义车辆,"250,000",嘉年华播放列表,D,381,RWD (后轮驱动),,5.3,3.6,2.6,1.7,1.9,6,1586,https://cdn.max-c.com/wiki/1551360/Thumbnail_1586_Small.png?v=1,https://cdn.max-c.com/wiki/1551360/Thumbnail_1586_Big.png?v=1,1,S27 春季 - 40分进度奖励
car_775,Firebird,庞蒂克 Firebird 1968,,,庞蒂克,1968,美国,经典肌肉车,"250,000",嘉年华播放列表,D,333,RWD (后轮驱动),,5.1,3.5,3.3,3.2,2.5,5.1,1338,https://cdn.max-c.com/wiki/1551360/Thumbnail_1338_Small.png?v=1,https://cdn.max-c.com/wiki/1551360/Thumbnail_1338_Big.png?v=1,1,S27 秋季 - 40分进度奖励
car_778,Q1,Rossion Q1 2010,,,Rossion,2010,美国,现代超级跑车,"250,000",嘉年华播放列表,S1,813,RWD (后轮驱动),,7,6.8,6.5,4.6,5.8,4.8,1248,https://cdn.max-c.com/wiki/1551360/Thumbnail_1248_Small.png?v=1,https://cdn.max-c.com/wiki/1551360/Thumbnail_1248_Big.png?v=1,1,S27 春季 - 20分进度奖励
car_784,DBR1,阿斯顿马丁 DBR1 1958,,,阿斯顿马丁,1958,英国,经典赛车,"22,500,000",车展,B,678,RWD (后轮驱动),,6.5,4.2,3.5,2.4,3.3,5,1386,https://cdn.max-c.com/wiki/1551360/Thumbnail_1386_Small.png?v=1,https://cdn.max-c.com/wiki/1551360/Thumbnail_1386_Big.png?v=1,1,S29 夏季 - 马拉松商店1200FP
car_785,C-Type,捷豹 C-Type 1953,,,捷豹,1953,英国,经典赛车,"5,000,000",车展,C,599,RWD (后轮驱动),,5.6,3.5,4,3.5,3.1,4.9,3097,https://cdn.max-c.com/wiki/1551360/Thumbnail_3097_Small.png?v=1,https://cdn.max-c.com/wiki/1551360/Thumbnail_3097_Big.png?v=1,1,S29 秋季 - 马拉松商店900FP
car_786,512 S,法拉利 512 S 1970,,,法拉利,1970,意大利,经典赛车,"3,500,000",车展,S1,861,RWD (后轮驱动),,7.9,6.6,6.5,6,5.7,4.9,3062,https://cdn.max-c.com/wiki/1551360/Thumbnail_3062_Small.png?v=1,https://cdn.max-c.com/wiki/1551360/Thumbnail_3062_Big.png?v=1,2,S29 春季 - 马拉松商店800FP；<br>S40 夏季 - 马拉松商店800FP
car_787,906 Carrera 6,保时捷 906 Carrera 6 1966,,,保时捷,1966,德国,经典赛车,"2,000,000",车展,A,732,RWD (后轮驱动),,6.1,4.5,5.4,4.3,3.9,5.3,3021,https://cdn.max-c.com/wiki/1551360/Thumbnail_3021_Small.png?v=1,https://cdn.max-c.com/wiki/1551360/Thumbnail_3021_Big.png?v=1,2,S29 冬季 - 马拉松商店700FP；<br>S40 秋季 - 马拉松商店700FP
